Plate #,Row,Column,Record no.,ORF,Gene
4,E,14,4824,YGR194C,XKS1
4,E,15,181,YER046W-A,YER046W-A
4,E,16,4826,YGR196C,FYV8
4,E,17,182,YER047C,SAP1
4,E,18,4827,YGR197C,SNG1
4,E,19,183,YER048C,CAJ1
4,E,20,4829,YGR199W,PMT6
4,E,21,184,YER049W,TPA1
4,E,22,4830,YGR200C,ELP2
4,E,23,185,YER050C,RSM18
4,E,24,4832,YGR202C,PCT1
4,F,1,1906,YHR078W,YHR078W
4,F,2,3430,YCL023C,YCL023C
4,F,3,1907,YHR079C,IRE1
4,F,4,3431,YCL024W,KCC4
4,F,5,1908,YHR080C,YHR080C
4,F,6,3432,YCL025C,AGP1
4,F,7,1909,YHR081W,LRP1
4,F,8,3433,YCL026C,YCL026C
4,F,9,1910,YHR082C,KSP1
4,F,10,3434,YCL027W,FUS1
4,F,11,1914,YHR086W,NAM8
4,F,12,3435,YCL028W,RNQ1
4,F,13,1915,YHR087W,RTC3
4,F,14,3436,YCL029C,BIK1
4,F,15,1919,YHR091C,MSR1
4,F,16,3437,YCL030C,HIS4
4,F,17,1920,YHR092C,HXT4
4,F,18,3439,YCL032W,STE50
4,F,19,1921,YHR093W,AHT1
4,F,20,3440,YCL033C,MXR2
4,F,21,1922,YHR094C,HXT1
4,F,22,3441,YCL034W,LSB5
4,F,23,1923,YHR095W,YHR095W
4,F,24,3443,YCL036W,GFD2
4,G,1,186,YER051W,JHD1
4,G,2,4833,YGR203W,YCH1
4,G,3,187,YER052C,HOM3
4,G,4,4835,YGR205W,TDA10
4,G,5,188,YER053C,PIC2
4,G,6,4836,YGR206W,MVB12
4,G,7,189,YER054C,GIP2
4,G,8,4837,YGR207C,CIR1
4,G,9,191,YER056C,FCY2
4,G,10,4838,YGR208W,SER2
4,G,11,192,YER056C-A,RPL34a
4,G,12,4839,YGR209C,TRX2
4,G,13,193,YER057C,HMF1
4,G,14,4842,YGR212W,SLI1
4,G,15,194,YER058W,PET117
4,G,16,4843,YGR213C,RTA1
4,G,17,195,YER059W,PCL6
4,G,18,4844,YGR214W,RPS0a
4,G,19,196,YER060W,FCY21
4,G,20,4845,YGR215W,RSM27
4,G,21,197,YER060W-A,FCY22
4,G,22,4847,YGR217W,CCH1
4,G,23,198,YER061C,CEM1
4,G,24,916,YHL047C,ARN2
4,H,1,1924,YHR096C,HXT5
4,H,2,3444,YCL037C,SRO9
4,H,3,1925,YHR097C,YHR097C
4,H,4,3446,YCL039W,GID7
4,H,5,1928,YHR100C,GEP4
4,H,6,3447,YCL040W,GLK1
4,H,7,1931,YHR103W,SBE22
4,H,8,3449,YCL042W,YCL042W
4,H,9,1932,YHR104W,GRE3
4,H,10,3451,YCL044C,MGR1
4,H,11,1933,YHR105W,YPT35
4,H,12,3452,YCL045C,EMC1
4,H,13,1934,YHR106W,TRR2
4,H,14,3453,YCL046W,YCL046W
4,H,15,1936,YHR108W,GGA2
4,H,16,3454,YCL047C,POF1
4,H,17,1937,YHR109W,CTM1
4,H,18,3455,YCL048W,SPS22
4,H,19,1938,YHR110W,ERP5
4,H,20,3456,YCL049C,YCL049C
4,H,21,1939,YHR111W,UBA4
4,H,22,3457,YCL050C,APA1
4,H,23,1940,YHR112C,YHR112C
4,H,24,3458,YCL051W,LRE1
4,I,1,199,YER062C,HOR2
4,I,2,917,YHL046C,PAU13
4,I,3,202,YER065C,ICL1
4,I,4,918,YHL045W,YHL045W
4,I,5,204,YER066C-A,YER066C-A
4,I,6,919,YHL044W,YHL044W
4,I,7,205,YER067W,RGI1
4,I,8,920,YHL043W,ECM34
4,I,9,206,YER067C-A,YER067C-A
4,I,10,921,YHL042W,YHL042W
4,I,11,207,YER068W,MOT2
4,I,12,922,YHL041W,YHL041W
4,I,13,208,YER068C-A,YER068C-A
4,I,14,923,YHL040C,ARN1
4,I,15,209,YER069W,"ARG5,6"
4,I,16,925,YHL038C,CBP2
4,I,17,7405,YPR118W,MRI1
4,I,18,926,YHL037C,YHL037C
4,I,19,211,YER071C,TDA2
4,I,20,927,YHL036W,MUP3
4,I,21,212,YER072W,VTC1
4,I,22,928,YHL035C,VMR1
4,I,23,213,YER073W,ALD5
4,I,24,929,YHL034C,SBP1
4,J,1,1941,YHR113W,APE4
4,J,2,3462,YCL055W,KAR4
4,J,3,1942,YHR114W,BZZ1
4,J,4,3463,YCL056C,PEX34
4,J,5,1943,YHR115C,DMA1
4,J,6,3464,YCL057W,PRD1
4,J,7,1944,YHR116W,COX23
4,J,8,3467,YCL060C,YCL060C
4,J,9,1945,YHR117W,TOM71
4,J,10,3468,YCL061C,MRC1
4,J,11,1948,YHR120W,MSH1
4,J,12,3469,YCL062W,YCL062W
4,J,13,1949,YHR121W,LSM12
4,J,14,3470,YCL063W,VAC17
4,J,15,1951,YHR123W,EPT1
4,J,16,3471,YCL064C,CHA1
4,J,17,1952,YHR124W,NDT80
4,J,18,3476,YCL069W,VBA3
4,J,19,1953,YHR125W,YHR125W
4,J,20,3481,YCR001W,YCR001W
4,J,21,1954,YHR126C,ANS1
4,J,22,3482,YCR002C,CDC10
4,J,23,1957,YHR129C,ARP1
4,J,24,3483,YCR003W,MRPL32
4,K,1,214,YER074W,RPS24a
4,K,2,930,YHL033C,RPL8a
4,K,3,215,YER075C,PTP3
4,K,4,931,YHL032C,GUT1
4,K,5,219,YER079W,YER079W
4,K,6,932,YHL031C,GOS1
4,K,7,220,YER080W,AIM9
4,K,8,933,YHL030W,ECM29
4,K,9,221,YER081W,SER3
4,K,10,934,YHL029C,OCA5
4,K,11,223,YER083C,GET2
4,K,12,935,YHL028W,WSC4
4,K,13,224,YER084W,YER084W
4,K,14,936,YHL027W,RIM101
4,K,15,225,YER085C,YER085C
4,K,16,937,YHL026C,YHL026C
4,K,17,226,YER086W,ILV1
4,K,18,940,YHL023C,NPR3
4,K,19,228,YER087C-A,YER087C-A
4,K,20,941,YHL022C,SPO11
4,K,21,4753,YGR123C,PPT1
4,K,22,942,YHL021C,AIM17
4,K,23,4754,YGR124W,ASN2
4,K,24,943,YHL020C,OPI1
4,L,1,1958,YHR130C,YHR130C
4,L,2,3484,YCR004C,YCP4
4,L,3,1960,YHR132C,ECM14
4,L,4,3485,YCR005C,CIT2
4,L,5,1961,YHR133C,NSG1
4,L,6,3486,YCR006C,YCR006C
4,L,7,1962,YHR134W,WSS1
4,L,8,3487,YCR007C,YCR007C
4,L,9,1963,YHR135C,YCK1
4,L,10,3488,YCR008W,SAT4
4,L,11,1964,YHR136C,SPL2
4,L,12,3489,YCR009C,RVS161
4,L,13,1965,YHR137W,ARO9
4,L,14,3490,YCR010C,ADY2
4,L,15,1966,YHR138C,YHR138C
4,L,16,3491,YCR011C,ADP1
4,L,17,1967,YHR139C,SPS100
4,L,18,3494,YCR014C,POL4
4,L,19,1968,YHR139C-A,YHR139C-A
4,L,20,3495,YCR015C,YCR015C
4,L,21,2835,YHR142W,CHS7
4,L,22,3496,YCR016W,YCR016W
4,L,23,2836,YHR143W,DSE2
4,L,24,3497,YCR017C,CWH43
4,M,1,4755,YGR125W,YGR125W
4,M,2,944,YHL019C,APM2
4,M,3,4756,YGR126W,YGR126W
4,M,4,946,YHL017W,YHL017W
4,M,5,4757,YGR127W,YGR127W
4,M,6,947,YHL016C,DUR3
4,M,7,4759,YGR129W,SYF2
4,M,8,949,YHL014C,YLF2
4,M,9,4760,YGR130C,YGR130C
4,M,10,950,YHL013C,OTU2
4,M,11,4761,YGR131W,FHN1
4,M,12,951,YHL012W,YHL012W
4,M,13,4762,YGR132C,PHB1
4,M,14,953,YHL010C,ETP1
4,M,15,4763,YGR133W,PEX4
4,M,16,954,YHL009C,YAP3
4,M,17,4765,YGR135W,PRE9
4,M,18,955,YHL008C,YHL008C
4,M,19,4766,YGR136W,LSB1
4,M,20,956,YHL007C,STE20
4,M,21,4767,YGR137W,YGR137W
4,M,22,957,YHL006C,SHU1
4,M,23,4768,YGR138C,TPO2
4,M,24,959,YHL005C,YHL005C
4,N,1,2841,YHR147C,MRPL6
4,N,2,3499,YCR019W,MAK32
4,N,3,2844,YHR150W,PEX28
4,N,4,3500,YCR020C,PET18
4,N,5,2845,YHR151C,MTC6
4,N,6,3501,YCR020C-A,MAK31
4,N,7,2846,YHR152W,SPO12
4,N,8,3502,YCR021C,HSP30
4,N,9,2847,YHR153C,SPO16
4,N,10,3503,YCR022C,YCR022C
4,N,11,2848,YHR154W,RTT107
4,N,12,3504,YCR023C,YCR023C
4,N,13,2849,YHR155W,YSP1
4,N,14,4081,YLR420W,URA4
4,N,15,2850,YHR156C,LIN1
4,N,16,4082,YLR451W,LEU3
4,N,17,2851,YHR157W,REC104
4,N,18,4083,YLR126C,YLR126C
4,N,19,2852,YHR158C,KEL1
4,N,20,4085,YLR128W,DCN1
4,N,21,2853,YHR159W,TDA11
4,N,22,4087,YLR130C,ZRT2
4,N,23,2854,YHR160C,PEX18
4,N,24,4088,YLR131C,ACE2
4,O,1,4769,YGR139W,YGR139W
4,O,2,960,YHL003C,LAG1
4,O,3,-,,
4,O,4,-,,
4,O,5,4771,YGR141W,VPS62
4,O,6,964,YHR001W-A,QCR10
4,O,7,4772,YGR142W,BTN2
4,O,8,974,YHR011W,DIA4
4,O,9,4773,YGR143W,SKN1
4,O,10,975,YHR012W,VPS29
4,O,11,4774,YGR144W,THI4
4,O,12,976,YHR013C,ARD1
4,O,13,4776,YGR146C,ECL1
4,O,14,977,YHR014W,SPO13
4,O,15,4778,YGR148C,RPL24b
4,O,16,978,YHR015W,MIP6
4,O,17,4779,YGR149W,YGR149W
4,O,18,981,YHR018C,ARG4
4,O,19,4780,YGR150C,CCM1
4,O,20,985,YHR022C,YHR022C
4,O,21,4781,YGR151C,YGR151C
4,O,22,992,YHR029C,YHI9
4,O,23,4782,YGR152C,RSR1
4,O,24,993,YHR030C,SLT2
4,P,1,2855,YHR161C,YAP1801
4,P,2,4090,YLR133W,CKI1
4,P,3,-,,
4,P,4,-,,
4,P,5,2857,YHR163W,SOL3
4,P,6,4091,YLR134W,PDC5
4,P,7,2861,YHR167W,THP2
4,P,8,4092,YLR135W,SLX4
4,P,9,2870,YHR176W,FMO1
4,P,10,4093,YLR136C,TIS11
4,P,11,2871,YHR177W,YHR177W
4,P,12,4094,YLR137W,RKM5
4,P,13,2872,YHR178W,STB5
4,P,14,4095,YLR138W,NHA1
4,P,15,2873,YHR179W,OYE2
4,P,16,4096,YLR139C,SLS1
4,P,17,2876,YHR182W,YHR182W
4,P,18,4099,YLR142W,PUT1
4,P,19,2877,YHR183W,GND1
4,P,20,4100,YLR143W,DPH6
4,P,21,2878,YHR184W,SSP1
4,P,22,4101,YLR144C,ACF2
4,P,23,2883,YHR189W,PTH1
4,P,24,7118,YMR074C,YMR074C
5,A,1,4106,YLR149C,YLR149C
5,A,2,4912,YKL063C,YKL063C
5,A,3,4107,YLR150W,STM1
5,A,4,4913,YKL064W,MNR2
5,A,5,4108,YLR151C,PCD1
5,A,6,4914,YKL065C,YET1
5,A,7,4109,YLR152C,YLR152C
5,A,8,4915,YKL066W,YKL066W
5,A,9,4111,YLR154C,RNH203
5,A,10,4916,YKL067W,YNK1
5,A,11,4113,YLR164W,SHH4
5,A,12,4917,YKL068W,NUP100
5,A,13,4114,YLR165C,PUS5
5,A,14,4918,YKL069W,YKL069W
5,A,15,4117,YLR168C,UPS2
5,A,16,4919,YKL070W,YKL070W
5,A,17,4118,YLR169W,YLR169W
5,A,18,4920,YKL071W,YKL071W
5,A,19,4119,YLR170C,APS1
5,A,20,4921,YKL072W,STB6
5,A,21,4120,YLR171W,YLR171W
5,A,22,4922,YKL073W,LHS1
5,A,23,4121,YLR172C,DPH5
5,A,24,4923,YKL074C,MUD2
5,B,1,5034,YKL184W,SPE1
5,B,2,2394,YOR138C,RUP1
5,B,3,5035,YKL185W,ASH1
5,B,4,2395,YOR139C,YOR139C
5,B,5,5037,YKL187C,FAT3
5,B,6,2396,YOR140W,SFL1
5,B,7,5038,YKL188C,PXA2
5,B,8,2397,YOR141C,ARP8
5,B,9,5040,YKL190W,CNB1
5,B,10,2398,YOR142W,LSC1
5,B,11,4657,YGR027C,RPS25a
5,B,12,2400,YOR144C,ELG1
5,B,13,4661,YGR031W,IMO32
5,B,14,2408,YOR152C,YOR152C
5,B,15,4663,YGR033C,TIM21
5,B,16,2409,YOR153W,PDR5
5,B,17,4664,YGR034W,RPL26b
5,B,18,2410,YOR154W,SLP1
5,B,19,4665,YGR035C,YGR035C
5,B,20,2411,YOR155C,ISN1
5,B,21,4666,YGR036C,CAX4
5,B,22,2412,YOR156C,NFI1
5,B,23,4667,YGR037C,ACB1
5,B,24,2417,YOR161C,PNS1
5,C,1,4122,YLR173W,YLR173W
5,C,2,4924,YKL075C,YKL075C
5,C,3,4123,YLR174W,IDP2
5,C,4,4925,YKL076C,YKL076C
5,C,5,4125,YLR176C,RFX1
5,C,6,4926,YKL077W,YKL077W
5,C,7,4126,YLR177W,YLR177W
5,C,8,4928,YKL079W,SMY1
5,C,9,-,,
5,C,10,4929,YKL080W,VMA5
5,C,11,4127,YLR178C,TFS1
5,C,12,-,,
5,C,13,4128,YLR179C,YLR179C
5,C,14,4930,YKL081W,TEF4
5,C,15,4129,YLR180W,SAM1
5,C,16,4933,YKL084W,HOT13
5,C,17,4130,YLR181C,VTA1
5,C,18,4934,YKL085W,MDH1
5,C,19,4131,YLR182W,SWI6
5,C,20,4935,YKL086W,SRX1
5,C,21,4132,YLR183C,TOS4
5,C,22,4936,YKL087C,CYT2
5,C,23,4133,YLR184W,YLR184W
5,C,24,4939,YKL090W,CUE2
5,D,1,4669,YGR039W,YGR039W
5,D,2,2418,YOR162C,YRR1
5,D,3,4671,YGR041W,BUD9
5,D,4,2419,YOR163W,DDP1
5,D,5,4672,YGR042W,YGR042W
5,D,6,2420,YOR164C,GET4
5,D,7,4673,YGR043C,NQM1
5,D,8,2421,YOR165W,SEY1
5,D,9,4674,YGR044C,RME1
5,D,10,2422,YOR166C,SWT1
5,D,11,4675,YGR045C,YGR045C
5,D,12,2423,YOR167C,RPS28a
5,D,13,-,,
5,D,14,2426,YOR170W,YOR170W
5,D,15,4679,YGR049W,SCM4
5,D,16,-,,
5,D,17,4681,YGR051C,YGR051C
5,D,18,2427,YOR171C,LCB4
5,D,19,4682,YGR052W,FMP48
5,D,20,2428,YOR172W,YRM1
5,D,21,4684,YGR054W,YGR054W
5,D,22,2429,YOR173W,DCS2
5,D,23,4685,YGR055W,MUP1
5,D,24,2431,YOR175C,ALE1
5,E,1,4134,YLR185W,RPL37a
5,E,2,4940,YKL091C,YKL091C
5,E,3,4136,YLR187W,SKG3
5,E,4,4941,YKL092C,BUD2
5,E,5,4137,YLR188W,MDL1
5,E,6,4942,YKL093W,MBR1
5,E,7,4138,YLR189C,ATG26
5,E,8,4943,YKL094W,YJU3
5,E,9,4139,YLR190W,MMR1
5,E,10,4945,YKL096W,CWP1
5,E,11,4140,YLR191W,PEX13
5,E,12,4946,YKL097C,YKL097C
5,E,13,4142,YLR193C,UPS1
5,E,14,4948,YKL098W,MTC2
5,E,15,4143,YLR194C,YLR194C
5,E,16,4950,YKL100C,YKL100C
5,E,17,4148,YLR199C,PBA1
5,E,18,4951,YKL101W,HSL1
5,E,19,4149,YLR200W,YKE2
5,E,20,4952,YKL102C,YKL102C
5,E,21,4150,YLR201C,COQ9
5,E,22,4953,YKL103C,APE1
5,E,23,4151,YLR202C,YLR202C
5,E,24,4955,YKL105C,SEG2
5,F,1,4686,YGR056W,RSC1
5,F,2,2433,YOR177C,MPC54
5,F,3,4687,YGR057C,LST7
5,F,4,2434,YOR178C,GAC1
5,F,5,4688,YGR058W,PEF1
5,F,6,2438,YOR182C,RPS30b
5,F,7,4689,YGR059W,SPR3
5,F,8,2439,YOR183W,FYV12
5,F,9,4691,YGR061C,ADE6
5,F,10,2440,YOR184W,SER1
5,F,11,4692,YGR062C,COX18
5,F,12,2441,YOR185C,GSP2
5,F,13,4694,YGR064W,YGR064W
5,F,14,2442,YOR186W,YOR186W
5,F,15,4696,YGR066C,YGR066C
5,F,16,2443,YOR187W,TUF1
5,F,17,4697,YGR067C,YGR067C
5,F,18,2444,YOR188W,MSB1
5,F,19,4698,YGR068C,ART5
5,F,20,2445,YOR189W,IES4
5,F,21,4699,YGR069W,YGR069W
5,F,22,2446,YOR190W,SPR1
5,F,23,4700,YGR070W,ROM1
5,F,24,2447,YOR191W,ULS1
5,G,1,4152,YLR203C,MSS51
5,G,2,4956,YKL106W,AAT1
5,G,3,4153,YLR204W,QRI5
5,G,4,4957,YKL107W,YKL107W
5,G,5,4154,YLR205C,HMX1
5,G,6,4959,YKL109W,HAP4
5,G,7,4155,YLR206W,ENT2
5,G,8,4960,YKL110C,KTI12
5,G,9,4156,YLR207W,HRD3
5,G,10,4963,YKL113C,RAD27
5,G,11,4158,YLR209C,PNP1
5,G,12,4964,YKL114C,APN1
5,G,13,4159,YLR210W,CLB4
5,G,14,4966,YKL116C,PRR1
5,G,15,4160,YLR211C,YLR211C
5,G,16,4967,YKL117W,SBA1
5,G,17,4162,YLR213C,CRR1
5,G,18,4968,YKL118W,YKL118W
5,G,19,4163,YLR214W,FRE1
5,G,20,4969,YKL119C,VPH2
5,G,21,4165,YLR216C,CPR6
5,G,22,4970,YKL120W,OAC1
5,G,23,4166,YLR217W,YLR217W
5,G,24,4971,YKL121W,DGR2
5,H,1,4701,YGR071C,ENV11
5,H,2,2448,YOR192C,THI72
5,H,3,4702,YGR072W,UPF3
5,H,4,2449,YOR193W,PEX27
5,H,5,4706,YGR076C,MRPL25
5,H,6,2451,YOR195W,SLK19
5,H,7,4707,YGR077C,PEX8
5,H,8,2452,YOR196C,LIP5
5,H,9,4708,YGR078C,PAC10
5,H,10,2453,YOR197W,MCA1
5,H,11,4709,YGR079W,YGR079W
5,H,12,2454,YOR198C,BFR1
5,H,13,4710,YGR080W,TWF1
5,H,14,2455,YOR199W,YOR199W
5,H,15,4711,YGR081C,SLX9
5,H,16,2456,YOR200W,YOR200W
5,H,17,4714,YGR084C,MRP13
5,H,18,2457,YOR201C,MRM1
5,H,19,4715,YGR085C,RPL11b
5,H,20,2458,YOR202W,HIS3
5,H,21,4717,YGR087C,PDC6
5,H,22,2461,YOR205C,GEP3
5,H,23,4718,YGR088W,CTT1
5,H,24,2464,YOR208W,PTP2
5,I,1,4167,YLR218C,COA4
5,I,2,4973,YKL123W,YKL123W
5,I,3,4168,YLR219W,MSC3
5,I,4,4974,YKL124W,SSH4
5,I,5,4169,YLR220W,CCC1
5,I,6,4976,YKL126W,YPK1
5,I,7,4170,YLR221C,RSA3
5,I,8,4977,YKL127W,PGM1
5,I,9,4173,YLR224W,YLR224W
5,I,10,4978,YKL128C,PMU1
5,I,11,4174,YLR225C,YLR225C
5,I,12,4979,YKL129C,MYO3
5,I,13,4176,YLR227C,ADY4
5,I,14,4980,YKL130C,SHE2
5,I,15,4849,YKL001C,MET14
5,I,16,4981,YKL131W,YKL131W
5,I,17,4850,YKL002W,DID4
5,I,18,4982,YKL132C,RMA1
5,I,19,4851,YKL003C,MRP17
5,I,20,4983,YKL133C,YKL133C
5,I,21,4855,YKL006W,RPL14a
5,I,22,4984,YKL134C,OCT1
5,I,23,4856,YKL007W,CAP1
5,I,24,4985,YKL135C,APL2
5,J,1,4726,YGR096W,TPC1
5,J,2,2465,YOR209C,NPT1
5,J,3,4727,YGR097W,ASK10
5,J,4,2467,YOR211C,MGM1
5,J,5,4730,YGR100W,MDR1
5,J,6,2468,YOR212W,STE4
5,J,7,4731,YGR101W,PCP1
5,J,8,2469,YOR213C,SAS5
5,J,9,4732,YGR102C,GTF1
5,J,10,2470,YOR214C,YOR214C
5,J,11,4734,YGR104C,SRB5
5,J,12,2471,YOR215C,AIM41
5,J,13,4735,YGR105W,VMA21
5,J,14,2472,YOR216C,RUD3
5,J,15,4737,YGR107W,YGR107W
5,J,16,2475,YOR219C,STE13
5,J,17,4738,YGR108W,CLB1
5,J,18,2476,YOR220W,RCN2
5,J,19,4739,YGR109C,CLB6
5,J,20,2477,YOR221C,MCT1
5,J,21,4741,YGR111W,YGR111W
5,J,22,2478,YOR222W,ODC2
5,J,23,4742,YGR112W,SHY1
5,J,24,2479,YOR223W,YOR223W
5,K,1,4857,YKL008C,LAC1
5,K,2,4986,YKL136W,YKL136W
5,K,3,4858,YKL009W,MRT4
5,K,4,4987,YKL137W,CMC1
5,K,5,4859,YKL010C,UFD4
5,K,6,4988,YKL138C,MRPL31
5,K,7,4860,YKL011C,CCE1
5,K,8,4990,YKL140W,TGL1
5,K,9,4864,YKL015W,PUT3
5,K,10,4992,YKL142W,MRP8
5,K,11,4865,YKL016C,ATP7
5,K,12,4993,YKL143W,LTV1
5,K,13,4866,YKL017C,HCS1
5,K,14,4996,YKL146W,AVT3
5,K,15,4869,YKL020C,SPT23
5,K,16,4997,YKL147C,YKL147C
5,K,17,4872,YKL023W,YKL023W
5,K,18,4998,YKL148C,SDH1
5,K,19,4874,YKL025C,PAN3
5,K,20,4999,YKL149C,DBR1
5,K,21,4875,YKL026C,GPX1
5,K,22,5000,YKL150W,MCR1
5,K,23,4876,YKL027W,TCD2
5,K,24,5001,YKL151C,YKL151C
5,L,1,4748,YGR118W,RPS23a
5,L,2,2481,YOR225W,YOR225W
5,L,3,4751,YGR121C,MEP1
5,L,4,2482,YOR226C,ISU2
5,L,5,4752,YGR122W,YGR122W
5,L,6,2483,YOR227W,HER1
5,L,7,2353,YOR097C,YOR097C
5,L,8,2484,YOR228C,YOR228C
5,L,9,2355,YOR099W,KTR1
5,L,10,2485,YOR229W,WTM2
5,L,11,2356,YOR100C,CRC1
5,L,12,2486,YOR230W,WTM1
5,L,13,2357,YOR101W,RAS1
5,L,14,2487,YOR231W,MKK1
5,L,15,2360,YOR104W,PIN2
5,L,16,2489,YOR233W,KIN4
5,L,17,2361,YOR105W,YOR105W
5,L,18,2490,YOR234C,RPL33b
5,L,19,2362,YOR106W,VAM3
5,L,20,2491,YOR235W,YOR235W
5,L,21,2363,YOR107W,RGS2
5,L,22,2493,YOR237W,HES1
5,L,23,2364,YOR108W,LEU9
5,L,24,2494,YOR238W,YOR238W
5,M,1,4878,YKL029C,MAE1
5,M,2,7407,YPR151C,SUE1
5,M,3,4880,YKL031W,YKL031W
5,M,4,5006,YKL156W,RPS27a
5,M,5,4881,YKL032C,IXR1
5,M,6,5007,YKL157W,APE2
5,M,7,4883,YKL034W,TUL1
5,M,8,5008,YKL158W,YKL158W
5,M,9,4886,YKL037W,AIM26
5,M,10,5009,YKL159C,RCN1
5,M,11,4887,YKL038W,RGT1
5,M,12,5010,YKL160W,ELF1
5,M,13,4888,YKL039W,PTM1
5,M,14,5011,YKL161C,KDX1
5,M,15,4889,YKL040C,NFU1
5,M,16,5012,YKL162C,YKL162C
5,M,17,4890,YKL041W,VPS24
5,M,18,5013,YKL163W,PIR3
5,M,19,4892,YKL043W,PHD1
5,M,20,5014,YKL164C,PIR1
5,M,21,4893,YKL044W,YKL044W
5,M,22,5016,YKL166C,TPK3
5,M,23,4895,YKL046C,DCW1
5,M,24,5017,YKL167C,MRP49
5,N,1,2365,YOR109W,INP53
5,N,2,2495,YOR239W,ABP140
5,N,3,2367,YOR111W,YOR111W
5,N,4,2496,YOR240W,YOR240W
5,N,5,2368,YOR112W,CEX1
5,N,6,2497,YOR241W,MET7
5,N,7,2369,YOR113W,AZF1
5,N,8,2498,YOR242C,SSP2
5,N,9,2370,YOR114W,YOR114W
5,N,10,2499,YOR243C,PUS7
5,N,11,2371,YOR115C,TRS33
5,N,12,2501,YOR245C,DGA1
5,N,13,2374,YOR118W,RTC5
5,N,14,2502,YOR246C,ENV9
5,N,15,2376,YOR120W,GCY1
5,N,16,2503,YOR247W,SRL1
5,N,17,2377,YOR121C,YOR121C
5,N,18,2504,YOR248W,YOR248W
5,N,19,2379,YOR123C,LEO1
5,N,20,2507,YOR251C,TUM1
5,N,21,2380,YOR124C,UBP2
5,N,22,2508,YOR252W,TMA16
5,N,23,2381,YOR125C,CAT5
5,N,24,2509,YOR253W,NAT5
5,O,1,4896,YKL047W,ANR2
5,O,2,5018,YKL168C,KKQ8
5,O,3,-,,
5,O,4,-,,
5,O,5,4897,YKL048C,ELM1
5,O,6,5019,YKL169C,YKL169C
5,O,7,4899,YKL050C,YKL050C
5,O,8,5020,YKL170W,MRPL38
5,O,9,4900,YKL051W,SFK1
5,O,10,5021,YKL171W,NNK1
5,O,11,4902,YKL053W,YKL053W
5,O,12,5024,YKL174C,TPO5
5,O,13,4903,YKL054C,DEF1
5,O,14,5025,YKL175W,ZRT3
5,O,15,4904,YKL055C,OAR1
5,O,16,5026,YKL176C,LST4
5,O,17,4905,YKL056C,TMA19
5,O,18,5027,YKL177W,YKL177W
5,O,19,4906,YKL057C,NUP120
5,O,20,5028,YKL178C,STE3
5,O,21,4910,YKL061W,BLI1
5,O,22,5029,YKL179C,COY1
5,O,23,4911,YKL062W,MSN4
5,O,24,5033,YKL183W,LOT5
5,P,1,2382,YOR126C,IAH1
5,P,2,2511,YOR255W,OSW1
5,P,3,-,,
5,P,4,-,,
5,P,5,2383,YOR127W,RGA1
5,P,6,2514,YOR258W,HNT3
5,P,7,2385,YOR129C,AFI1
5,P,8,2519,YOR263C,YOR263C
5,P,9,2386,YOR130C,ORT1
5,P,10,2520,YOR264W,DSE3
5,P,11,2387,YOR131C,YOR131C
5,P,12,2533,YOR277C,YOR277C
5,P,13,2388,YOR132W,VPS17
5,P,14,2535,YOR279C,RFM1
5,P,15,2389,YOR133W,EFT1
5,P,16,2536,YOR280C,FSH3
5,P,17,2390,YOR134W,BAG7
5,P,18,2539,YOR283W,YOR283W
5,P,19,2391,YOR135C,YOR135C
5,P,20,2540,YOR284W,HUA2
5,P,21,2392,YOR136W,IDH2
5,P,22,2541,YOR285W,RDL1
5,P,23,2393,YOR137C,SIA1
5,P,24,2542,YOR286W,RDL2
6,A,1,2544,YOR288C,MPD1
6,A,2,5262,YLR353W,BUD8
6,A,3,1207,YJL218W,YJL218W
6,A,4,5263,YLR354C,TAL1
6,A,5,1208,YJL217W,REE1
6,A,6,5265,YLR356W,ATG33
6,A,7,1209,YJL216C,IMA5
6,A,8,5266,YLR357W,RSC2
6,A,9,1210,YJL215C,YJL215C
6,A,10,5269,YLR360W,VPS38
6,A,11,1211,YJL214W,HXT8
6,A,12,5271,YLR362W,STE11
6,A,13,1213,YJL212C,OPT1
6,A,14,5272,YLR363C,NMD4
6,A,15,1214,YJL210W,PEX2
6,A,16,5273,YLR364W,GRX8
6,A,17,1215,YJL211C,YJL211C
6,A,18,5274,YLR365W,YLR365W
6,A,19,1216,YJL209W,CBP1
6,A,20,5275,YLR366W,YLR366W
6,A,21,1217,YJL208C,NUC1
6,A,22,5276,YLR367W,RPS22b
6,A,23,1218,YJL207C,LAA1
6,A,24,5277,YLR368W,MDM30
6,B,1,5202,YLR292C,SEC72
6,B,2,4566,YGL199C,YGL199C
6,B,3,5204,YLR294C,YLR294C
6,B,4,4567,YGL200C,EMP24
6,B,5,5205,YLR295C,ATP14
6,B,6,4569,YGL202W,ARO8
6,B,7,5206,YLR296W,YLR296W
6,B,8,4570,YGL203C,KEX1
6,B,9,5207,YLR297W,YLR297W
6,B,10,4571,YGL205W,POX1
6,B,11,5209,YLR299W,ECM38
6,B,12,4574,YGL208W,SIP2
6,B,13,5210,YLR300W,EXG1
6,B,14,4575,YGL209W,MIG2
6,B,15,5211,YLR303W,MET17
6,B,16,4576,YGL210W,YPT32
6,B,17,5212,YLR304C,ACO1
6,B,18,4577,YGL211W,NCS6
6,B,19,5214,YLR306W,UBC12
6,B,20,4578,YGL212W,VAM7
