Plate #,Row,Column,Record no.,ORF,Gene
6,B,21,5215,YLR307W,CDA1
6,B,22,4579,YGL213C,SKI8
6,B,23,5216,YLR308W,CDA2
6,B,24,4580,YGL214W,YGL214W
6,C,1,1219,YJL206C,YJL206C
6,C,2,5280,YLR371W,ROM2
6,C,3,1220,YJL206C-A,YJL206C-A
6,C,4,5281,YLR372W,SUR4
6,C,5,1221,YJL204C,RCY1
6,C,6,5282,YLR373C,VID22
6,C,7,1224,YJL201W,ECM25
6,C,8,5283,YLR374C,YLR374C
6,C,9,1225,YJL200C,ACO2
6,C,10,5284,YLR375W,STP3
6,C,11,1226,YJL199C,YJL199C
6,C,12,5285,YLR376C,PSY3
6,C,13,1227,YJL198W,PHO90
6,C,14,5286,YLR377C,FBP1
6,C,15,1228,YJL197W,UBP12
6,C,16,5289,YLR380W,CSR1
6,C,17,-,,
6,C,18,5290,YLR381W,CTF3
6,C,19,1229,YJL196C,ELO1
6,C,20,-,,
6,C,21,1232,YJL193W,YJL193W
6,C,22,5293,YLR384C,IKI3
6,C,23,1233,YJL192C,SOP4
6,C,24,5294,YLR385C,SWC7
6,D,1,5217,YLR309C,IMH1
6,D,2,4581,YGL215W,CLG1
6,D,3,5219,YLR311C,YLR311C
6,D,4,4582,YGL216W,KIP3
6,D,5,5220,YLR312C,YLR312C
6,D,6,4583,YGL217C,YGL217C
6,D,7,5221,YLR312W-A,MRPL15
6,D,8,4584,YGL218W,YGL218W
6,D,9,5222,YLR313C,SPH1
6,D,10,4586,YGL220W,FRA2
6,D,11,5224,YLR315W,NKP2
6,D,12,4587,YGL221C,NIF3
6,D,13,5227,YLR318W,EST2
6,D,14,4588,YGL222C,EDC1
6,D,15,5228,YLR319C,BUD6
6,D,16,4590,YGL224C,SDT1
6,D,17,5229,YLR320W,MMS22
6,D,18,4592,YGL226C-A,OST5
6,D,19,5231,YLR322W,VPS65
6,D,20,4593,YGL226W,MTC3
6,D,21,-,,
6,D,22,4594,YGL227W,VID30
6,D,23,3505,YDR147W,EKI1
6,D,24,-,,
6,E,1,1234,YJL191W,RPS14b
6,E,2,5295,YLR386W,VAC14
6,E,3,1235,YJL190C,RPS22a
6,E,4,5296,YLR387C,REH1
6,E,5,1236,YJL189W,RPL39
6,E,6,5297,YLR388W,RPS29a
6,E,7,1237,YJL188C,BUD19
6,E,8,5299,YLR390W,ECM19
6,E,9,1238,YJL187C,SWE1
6,E,10,5301,YLR392C,ART10
6,E,11,1239,YJL186W,MNN5
6,E,12,5302,YLR393W,ATP10
6,E,13,1240,YJL185C,ATG36
6,E,14,5304,YLR395C,COX8
6,E,15,1242,YJL183W,MNN11
6,E,16,5307,YLR398C,SKI2
6,E,17,1243,YJL181W,YJL181W
6,E,18,5309,YLR400W,YLR400W
6,E,19,1244,YJL182C,YJL182C
6,E,20,5310,YLR401C,DUS3
6,E,21,1245,YJL180C,ATP12
6,E,22,5311,YLR402W,YLR402W
6,E,23,1246,YJL179W,PFD1
6,E,24,5313,YLR404W,FLD1
6,F,1,3506,YDR148C,KGD2
6,F,2,4595,YGL228W,SHE10
6,F,3,3507,YDR149C,YDR149C
6,F,4,4596,YGL229C,SAP4
6,F,5,3508,YDR150W,NUM1
6,F,6,4597,YGL230C,YGL230C
6,F,7,3509,YDR151C,CTH1
6,F,8,4598,YGL231C,EMC4
6,F,9,3510,YDR152W,GIR2
6,F,10,4599,YGL232W,TAN1
6,F,11,3511,YDR153C,ENT5
6,F,12,4601,YGL234W,"ADE5,7"
6,F,13,3512,YDR154C,YDR154C
6,F,14,4602,YGL235W,YGL235W
6,F,15,3513,YDR155C,CPR1
6,F,16,4603,YGL236C,MTO1
6,F,17,3514,YDR156W,RPA14
6,F,18,4604,YGL237C,HAP2
6,F,19,3515,YDR157W,YDR157W
6,F,20,4608,YGL241W,KAP114
6,F,21,3516,YDR158W,HOM2
6,F,22,4609,YGL242C,YGL242C
6,F,23,3517,YDR159W,SAC3
6,F,24,4610,YGL243W,TAD1
6,G,1,1247,YJL178C,ATG27
6,G,2,5314,YLR405W,DUS4
6,G,3,1250,YJL176C,SWI3
6,G,4,5316,YLR407W,YLR407W
6,G,5,1253,YJL172W,CPS1
6,G,6,5317,YLR408C,BLS1
6,G,7,1254,YJL171C,YJL171C
6,G,8,5319,YLR410W,VIP1
6,G,9,1255,YJL170C,ASG7
6,G,10,5320,YLR412W,BER1
6,G,11,1256,YJL169W,YJL169W
6,G,12,5321,YLR413W,YLR413W
6,G,13,1257,YJL168C,SET2
6,G,14,5322,YLR414C,PUN1
6,G,15,1259,YJL166W,QCR8
6,G,16,5323,YLR415C,YLR415C
6,G,17,1260,YJL165C,HAL5
6,G,18,5324,YLR416C,YLR416C
6,G,19,1261,YJL164C,TPK1
6,G,20,5325,YLR417W,VPS36
6,G,21,1262,YJL163C,YJL163C
6,G,22,5326,YLR418C,CDC73
6,G,23,1263,YJL162C,JJJ2
6,G,24,5328,YLR421C,RPN13
6,H,1,3519,YDR161W,YDR161W
6,H,2,4611,YGL244W,RTF1
6,H,3,3520,YDR162C,NBP2
6,H,4,4613,YGL246C,RAI1
6,H,5,3521,YDR163W,CWC15
6,H,6,4615,YGL248W,PDE1
6,H,7,3523,YDR165W,TRM82
6,H,8,4616,YGL249W,ZIP2
6,H,9,3527,YDR169C,STB3
6,H,10,4617,YGL250W,RMR1
6,H,11,3529,YDR171W,HSP42
6,H,12,4618,YGL251C,HFM1
6,H,13,3531,YDR173C,ARG82
6,H,14,4619,YGL252C,RTG2
6,H,15,3533,YDR175C,RSM24
6,H,16,4620,YGL253W,HXK2
6,H,17,3534,YDR176W,NGG1
6,H,18,4621,YGL254W,FZF1
6,H,19,3536,YDR178W,SDH4
6,H,20,4622,YGL255W,ZRT1
6,H,21,3537,YDR179C,CSN9
6,H,22,4623,YGL256W,ADH4
6,H,23,3538,YDR179W-A,YDR179W-A
6,H,24,4624,YGL257C,MNT2
6,I,1,1264,YJL161W,FMP33
6,I,2,5137,YLR228C,ECM22
6,I,3,1266,YJL159W,HSP150
6,I,4,5140,YLR231C,BNA5
6,I,5,1267,YJL158C,CIS3
6,I,6,5141,YLR232W,YLR232W
6,I,7,1268,YJL157C,FAR1
6,I,8,5142,YLR233C,EST1
6,I,9,1270,YJL155C,FBP26
6,I,10,5143,YLR234W,TOP3
6,I,11,1271,YJL154C,VPS35
6,I,12,5144,YLR235C,YLR235C
6,I,13,1272,YJL153C,INO1
6,I,14,5145,YLR236C,YLR236C
6,I,15,1273,YJL152W,YJL152W
6,I,16,5147,YLR238W,FAR10
6,I,17,1274,YJL151C,SNA3
6,I,18,5148,YLR239C,LIP2
6,I,19,1275,YJL150W,YJL150W
6,I,20,5150,YLR241W,YLR241W
6,I,21,1276,YJL149W,DAS1
6,I,22,5151,YLR242C,ARV1
6,I,23,1277,YJL148W,RPA34
6,I,24,5156,YLR247C,IRC20
6,J,1,3540,YDR181C,SAS4
6,J,2,4625,YGL258W,VEL1
6,J,3,3542,YDR183W,PLP1
6,J,4,4626,YGL259W,YPS5
6,J,5,3543,YDR184C,ATC1
6,J,6,4627,YGL260W,YGL260W
6,J,7,3544,YDR185C,UPS3
6,J,8,4628,YGL261C,PAU11
6,J,9,3545,YDR186C,YDR186C
6,J,10,4629,YGL262W,YGL262W
6,J,11,3550,YDR191W,HST4
6,J,12,4630,YGL263W,COS12
6,J,13,3551,YDR192C,NUP42
6,J,14,4631,YGR001C,YGR001C
6,J,15,3552,YDR193W,YDR193W
6,J,16,4633,YGR003W,CUL3
6,J,17,3553,YDR194C,MSS116
6,J,18,4634,YGR004W,PEX31
6,J,19,3554,YDR195W,REF2
6,J,20,4636,YGR006W,PRP18
6,J,21,3556,YDR197W,CBS2
6,J,22,4637,YGR007W,ECT1
6,J,23,3557,YDR198C,RKM2
6,J,24,4638,YGR008C,STF2
6,K,1,1278,YJL147C,YJL147C
6,K,2,5157,YLR248W,RCK2
6,K,3,1279,YJL146W,IDS2
6,K,4,5159,YLR250W,SSP120
6,K,5,1280,YJL145W,SFH5
6,K,6,5160,YLR251W,SYM1
6,K,7,1281,YJL144W,YJL144W
6,K,8,5161,YLR252W,YLR252W
6,K,9,1283,YJL142C,YJL142C
6,K,10,5162,YLR253W,YLR253W
6,K,11,1285,YJL140W,RPB4
6,K,12,5163,YLR254C,NDL1
6,K,13,1286,YJL139C,YUR1
6,K,14,5164,YLR255C,YLR255C
6,K,15,1287,YJL138C,TIF2
6,K,16,5166,YLR257W,YLR257W
6,K,17,1290,YJL135W,YJL135W
6,K,18,5167,YLR258W,GSY2
6,K,19,1291,YJL134W,LCB3
6,K,20,5169,YLR260W,LCB5
6,K,21,1292,YJL133W,MRS3
6,K,22,5170,YLR261C,VPS63
6,K,23,1293,YJL132W,YJL132W
6,K,24,5171,YLR262C,YPT6
6,L,1,3558,YDR199W,YDR199W
6,L,2,4640,YGR010W,NMA2
6,L,3,3559,YDR200C,VPS64
6,L,4,4641,YGR011W,YGR011W
6,L,5,3562,YDR203W,YDR203W
6,L,6,4642,YGR012W,YGR012W
6,L,7,3563,YDR204W,COQ4
6,L,8,4644,YGR014W,MSB2
6,L,9,3565,YDR206W,EBS1
6,L,10,4645,YGR015C,YGR015C
6,L,11,3566,YDR207C,UME6
6,L,12,4646,YGR016W,YGR016W
6,L,13,3568,YDR209C,YDR209C
6,L,14,4647,YGR017W,YGR017W
6,L,15,3569,YDR210W,YDR210W
6,L,16,4648,YGR018C,YGR018C
6,L,17,3572,YDR213W,UPC2
6,L,18,4649,YGR019W,UGA1
6,L,19,3573,YDR214W,AHA1
6,L,20,4650,YGR020C,VMA7
6,L,21,3574,YDR215C,YDR215C
6,L,22,4651,YGR021W,YGR021W
6,L,23,3575,YDR216W,ADR1
6,L,24,4652,YGR022C,YGR022C
6,M,1,1294,YJL131C,AIM23
6,M,2,5172,YLR263W,RED1
6,M,3,1295,YJL130C,URA2
6,M,4,5173,YLR264W,RPS28b
6,M,5,1296,YJL129C,TRK1
6,M,6,5174,YLR265C,NEJ1
6,M,7,5233,YLR324W,PEX30
6,M,8,5175,YLR266C,PDR8
6,M,9,5234,YLR325C,RPL38
6,M,10,5176,YLR267W,BOP2
6,M,11,5235,YLR326W,YLR326W
6,M,12,5177,YLR268W,SEC22
6,M,13,5236,YLR327C,TMA10
6,M,14,5178,YLR269C,YLR269C
6,M,15,5237,YLR328W,NMA1
6,M,16,5179,YLR270W,DCS1
6,M,17,5238,YLR329W,REC102
6,M,18,5180,YLR271W,YLR271W
6,M,19,5239,YLR330W,CHS5
6,M,20,5182,YLR273C,PIG1
6,M,21,5240,YLR331C,YLR331C
6,M,22,5187,YLR278C,YLR278C
6,M,23,5241,YLR332W,MID2
6,M,24,5188,YLR279W,YLR279W
6,N,1,3576,YDR217C,RAD9
6,N,2,4653,YGR023W,MTL1
6,N,3,3577,YDR218C,SPR28
6,N,4,4655,YGR025W,YGR025W
6,N,5,3578,YDR219C,MFB1
6,N,6,4656,YGR026W,YGR026W
6,N,7,3579,YDR220C,YDR220C
6,N,8,2737,YPL091W,GLR1
6,N,9,3580,YDR221W,GTB1
6,N,10,2738,YPL090C,RPS6a
6,N,11,3581,YDR222W,YDR222W
6,N,12,2739,YPL089C,RLM1
6,N,13,3582,YDR223W,CRF1
6,N,14,2740,YPL088W,YPL088W
6,N,15,3584,YDR225W,HTA1
6,N,16,2741,YPL087W,YDC1
6,N,17,3585,YDR226W,ADK1
6,N,18,2742,YPL086C,ELP3
6,N,19,3586,YDR227W,SIR4
6,N,20,2744,YPL084W,BRO1
6,N,21,3588,YDR229W,IVY1
6,N,22,2747,YPL081W,RPS9a
6,N,23,3589,YDR230W,YDR230W
6,N,24,2748,YPL080C,YPL080C
6,O,1,5242,YLR333C,RPS25b
6,O,2,5189,YLR280C,YLR280C
6,O,3,-,,
6,O,4,-,,
6,O,5,5244,YLR335W,NUP2
6,O,6,5190,YLR281C,YLR281C
6,O,7,5250,YLR341W,SPO77
6,O,8,5191,YLR282C,YLR282C
6,O,9,5251,YLR342W,FKS1
6,O,10,5192,YLR283W,YLR283W
6,O,11,5253,YLR344W,RPL26a
6,O,12,5193,YLR284C,ECI1
6,O,13,5254,YLR345W,YLR345W
6,O,14,5194,YLR285W,NNT1
6,O,15,5257,YLR348C,DIC1
6,O,16,5196,YLR287C,YLR287C
6,O,17,5258,YLR349W,YLR349W
6,O,18,5197,YLR287-A,YLR287-A
6,O,19,5259,YLR350W,ORM2
6,O,20,5198,YLR288C,MEC3
6,O,21,5260,YLR351C,NIT3
6,O,22,5199,YLR289W,GUF1
6,O,23,5261,YLR352W,YLR352W
6,O,24,5200,YLR290C,YLR290C
6,P,1,3590,YDR231C,COX20
6,P,2,2749,YPL079W,RPL21b
6,P,3,-,,
6,P,4,-,,
6,P,5,3592,YDR233C,RTN1
6,P,6,2750,YPL078C,ATP4
6,P,7,3593,YDR234W,LYS4
6,P,8,2751,YPL077C,YPL077C
6,P,9,3596,YDR237W,MRPL7
6,P,10,2754,YPL074W,YTA6
6,P,11,3598,YDR239C,YDR239C
6,P,12,2755,YPL072W,UBP16
6,P,13,3600,YDR241W,BUD26
6,P,14,2756,YPL073C,YPL073C
6,P,15,4561,YGL194C,HOS2
6,P,16,2757,YPL071C,YPL071C
6,P,17,4562,YGL195W,GCN1
6,P,18,2758,YPL070W,MUK1
6,P,19,4563,YGL196W,DSD1
6,P,20,2759,YPL069C,BTS1
6,P,21,4564,YGL197W,MDS3
6,P,22,2760,YPL068C,YPL068C
6,P,23,4565,YGL198W,YIP4
6,P,24,2761,YPL067C,YPL067C
7,A,1,2762,YPL066W,RGL1
7,A,2,5579,YPR164W,MMS1
7,A,3,2763,YPL065W,VPS28
7,A,4,5581,YPR166C,MRP2
7,A,5,2764,YPL064C,CWC27
7,A,6,5582,YPR167C,MET16
7,A,7,2766,YPL062W,YPL062W
7,A,8,5585,YPR170C,YPR170C
7,A,9,2767,YPL061W,ALD6
7,A,10,5586,YPR171W,BSP1
7,A,11,2768,YPL060W,MFM1
7,A,12,5587,YPR172W,YPR172W
7,A,13,2770,YPL058C,PDR12
7,A,14,5588,YPR173C,VPS4
7,A,15,2771,YPL057C,SUR1
7,A,16,5589,YPR174C,YPR174C
7,A,17,2772,YPL056C,LCL1
7,A,18,5594,YPR179C,HDA3
7,A,19,2773,YPL055C,LGE1
7,A,20,5599,YPR184W,GDB1
7,A,21,2774,YPL054W,LEE1
7,A,22,5600,YPR185W,ATG13
7,A,23,2775,YPL053C,KTR6
7,A,24,5603,YPR188C,MLC2
7,B,1,7392,YOL152W,FRE7
7,B,2,7396,YPL194W,DDC1
7,B,3,3027,YBL003C,HTA2
7,B,4,4399,YGL031C,RPL24a
7,B,5,3029,YBL005W,PDR3
7,B,6,4400,YGL032C,AGA2
7,B,7,3032,YBL006C,LDB7
7,B,8,4401,YGL033W,HOP2
7,B,9,3033,YBL007C,SLA1
7,B,10,4402,YGL034C,YGL034C
7,B,11,3034,YBL008W,HIR1
7,B,12,4403,YGL035C,MIG1
7,B,13,3035,YBL009W,ALK2
7,B,14,4404,YGL036W,YGL036W
7,B,15,3036,YBL010C,YBL010C
7,B,16,4405,YGL037C,PNC1
7,B,17,3037,YBL011W,SCT1
7,B,18,4407,YGL039W,YGL039W
7,B,19,3038,YBL012C,YBL012C
7,B,20,4409,YGL041C,YGL041C
7,B,21,3039,YBL013W,FMT1
7,B,22,4410,YGL042C,YGL042C
7,B,23,3041,YBL015W,ACH1
7,B,24,4411,YGL043W,DST1
7,C,1,2776,YPL052W,OAZ1
7,C,2,5604,YPR189W,SKI3
7,C,3,2777,YPL051W,ARL3
7,C,4,5606,YPR191W,QCR2
7,C,5,2779,YPL049C,DIG1
7,C,6,5607,YPR192W,AQY1
7,C,7,2780,YPL048W,CAM1
7,C,8,5608,YPR193C,HPA2
7,C,9,2781,YPL047W,SGF11
7,C,10,5609,YPR194C,OPT2
7,C,11,2782,YPL046C,ELC1
7,C,12,5610,YPR195C,YPR195C
7,C,13,2786,YPL042C,SSN3
7,C,14,5611,YPR196W,YPR196W
7,C,15,2787,YPL041C,YPL041C
7,C,16,5612,YPR197C,YPR197C
7,C,17,2788,YPL040C,ISM1
7,C,18,5613,YPR198W,SGE1
7,C,19,2789,YPL039W,YPL039W
7,C,20,5614,YPR199C,ARR1
7,C,21,2790,YPL038W,MET31
7,C,22,5615,YPR200C,ARR2
7,C,23,2791,YPL037C,EGD1
7,C,24,5616,YPR201W,ARR3
7,D,1,3042,YBL016W,FUS3
7,D,2,4413,YGL045W,RIM8
7,D,3,3043,YBL017C,PEP1
7,D,4,4414,YGL046W,YGL046W
7,D,5,3045,YBL019W,APN2
7,D,6,4417,YGL049C,TIF4632
7,D,7,3047,YBL021C,HAP3
7,D,8,4418,YGL050W,TYW3
7,D,9,3048,YBL022C,PIM1
7,D,10,4419,YGL051W,MST27
7,D,11,3050,YBL024W,NCL1
7,D,12,4420,YGL053W,PRM8
7,D,13,3053,YBL027W,RPL19b
7,D,14,4421,YGL054C,ERV14
7,D,15,3054,YBL028C,YBL028C
7,D,16,4423,YGL056C,SDS23
7,D,17,3055,YBL029W,YBL029W
7,D,18,4424,YGL057C,GEP7
7,D,19,3057,YBL031W,SHE1
7,D,20,4425,YGL058W,RAD6
7,D,21,3058,YBL032W,HEK2
7,D,22,4426,YGL059W,PKP2
7,D,23,3062,YBL036C,YBL036C
7,D,24,4427,YGL060W,YBP2
7,E,2,5809,YCR090C,YCR090C
7,E,3,2794,YPL035C,YPL035C
7,E,4,-,,
7,E,5,2795,YPL033C,SRL4
7,E,6,5810,YCR091W,KIN82
7,E,7,2796,YPL032C,SVL3
7,E,8,5811,YCR092C,MSH3
7,E,9,2798,YPL030W,TRM44
7,E,10,5813,YCR094W,CDC50
7,E,11,2799,YPL029W,SUV3
7,E,12,5815,YCR098C,GIT1
7,E,13,2802,YPL026C,SKS1
7,E,14,5816,YCR099C,YCR099C
7,E,15,2803,YPL025C,YPL025C
7,E,16,5817,YCR100C,YCR100C
7,E,17,2805,YPL023C,MET12
7,E,18,5818,YCR101C,YCR101C
7,E,19,2806,YPL022W,RAD1
7,E,20,5819,YCR102C,YCR102C
7,E,21,2807,YPL021W,ECM23
7,E,22,5821,YCR105W,ADH7
7,E,23,2809,YPL019C,VTC3
7,E,24,5822,YCR106W,RDS1
7,F,1,3063,YBL037W,APL3
7,F,2,4429,YGL062W,PYC1
7,F,3,3064,YBL038W,MRPL16
7,F,4,4430,YGL063W,PUS2
7,F,5,-,,
7,F,6,4431,YGL064C,MRH4
7,F,7,3065,YBL039C,URA7
7,F,8,-,,
7,F,9,3068,YBL042C,FUI1
7,F,10,4433,YGL066W,SGF73
7,F,11,3069,YBL043W,ECM13
7,F,12,4434,YGL067W,NPY1
7,F,13,3070,YBL044W,YBL044W
7,F,14,4438,YGL071W,AFT1
7,F,15,3071,YBL045C,COR1
7,F,16,4439,YGL072C,YGL072C
7,F,17,3072,YBL046W,PSY4
7,F,18,4443,YGL076C,RPL7a
7,F,19,3073,YBL047C,EDE1
7,F,20,4444,YGL077C,HNM1
7,F,21,3074,YBL048W,YBL048W
7,F,22,4445,YGL078C,DBP3
7,F,23,3075,YBL049W,MOH1
7,F,24,4446,YGL079W,KXD1
7,G,1,2810,YPL018W,CTF19
7,G,2,5823,YDL130W-A,STF1
7,G,3,2813,YPL015C,HST2
7,G,4,5828,YDR363W-A,SEM1
7,G,5,2814,YPL014W,YPL014W
7,G,6,5829,YDR525W-A,SNA2
7,G,7,2815,YPL013C,MRPS16
7,G,8,5830,YDR535C,YDR535C
7,G,9,2819,YPL009C,TAE2
7,G,10,5831,YDR536W,STL1
7,G,11,2820,YPL008W,CHL1
7,G,12,5833,YDR538W,PAD1
7,G,13,2822,YPL006W,NCR1
7,G,14,5834,YDR539W,FDC1
7,G,15,2823,YPL005W,AEP3
7,G,16,5835,YDR540C,IRC4
7,G,17,2825,YPL003W,ULA1
7,G,18,5836,YDR541C,YDR541C
7,G,19,2826,YPL002C,SNF8
7,G,20,5838,YER039C-A,YER039C-A
7,G,21,2827,YPL001W,HAT1
7,G,22,5841,YER091C-A,YER091C-A
7,G,23,2828,YPR001W,CIT3
7,G,24,5842,YER144C,UBP5
7,H,1,3077,YBL051C,PIN4
7,H,2,4447,YGL080W,FMP37
7,H,3,3078,YBL052C,SAS3
7,H,4,4448,YGL081W,YGL081W
7,H,5,3079,YBL053W,YBL053W
7,H,6,4449,YGL082W,YGL082W
7,H,7,3080,YBL054W,TOD6
7,H,8,4450,YGL083W,SCY1
7,H,9,3081,YBL055C,YBL055C
7,H,10,4451,YGL084C,GUP1
7,H,11,3082,YBL056W,PTC3
7,H,12,4452,YGL085W,LCL3
7,H,13,3083,YBL057C,PTH2
7,H,14,4453,YGL086W,MAD1
7,H,15,3084,YBL058W,SHP1
7,H,16,4454,YGL087C,MMS2
7,H,17,3085,YBL059W,YBL059W
7,H,18,4456,YGL089C,MF(ALPHA)2
7,H,19,3086,YBL060W,YEL1
7,H,20,4457,YGL090W,LIF1
7,H,21,3087,YBL061C,SKT5
7,H,22,4461,YGL094C,PAN2
7,H,23,3088,YBL062W,YBL062W
7,H,24,4463,YGL096W,TOS8
7,I,1,2829,YPR002W,PDH1
7,I,2,5843,YER188W,YER188W
7,I,3,2830,YPR003C,YPR003C
7,I,4,5844,YFL034C-A,RPL22b
7,I,5,2831,YPR004C,AIM45
7,I,6,5845,YFR032C,RRT5
7,I,7,2832,YPR005C,HAL1
7,I,8,5846,YFR032C-A,RPL29
7,I,9,5522,YPR106W,ISR1
7,I,10,5847,YFR033C,QCR6
7,I,11,5525,YPR109W,YPR109W
7,I,12,5848,YFR034C,PHO4
7,I,13,5527,YPR111W,DBF20
7,I,14,5849,YFR035C,YFR035C
7,I,15,5530,YPR114W,YPR114W
7,I,16,5850,YFR036W,CDC26
7,I,17,5531,YPR115W,RGC1
7,I,18,5852,YFR038W,IRC5
7,I,19,5532,YPR116W,RRG8
7,I,20,5854,YFR040W,SAP155
7,I,21,5533,YPR117W,YPR117W
7,I,22,5855,YFR041C,ERJ5
7,I,23,5534,YPR119W,CLB2
7,I,24,5857,YFR043C,IRC6
7,J,1,3089,YBL063W,KIP1
7,J,2,1970,YNL242W,ATG2
7,J,3,3090,YBL064C,PRX1
7,J,4,1971,YNL241C,ZWF1
7,J,5,3091,YBL065W,YBL065W
7,J,6,1973,YNL239W,LAP3
7,J,7,3092,YBL066C,SEF1
7,J,8,1974,YNL238W,KEX2
7,J,9,3093,YBL067C,UBP13
7,J,10,1975,YNL237W,YTP1
7,J,11,3094,YBL068W,PRS4
7,J,12,1976,YNL236W,SIN4
7,J,13,3095,YBL069W,AST1
7,J,14,1977,YNL235C,YNL235C
7,J,15,3096,YBL070C,YBL070C
7,J,16,1978,YNL234W,YNL234W
7,J,17,3097,YBL071C,YBL071C
7,J,18,1979,YNL233W,BNI4
7,J,19,3098,YBL072C,RPS8a
7,J,20,1981,YNL231C,PDR16
7,J,21,3101,YBL075C,SSA3
7,J,22,1982,YNL230C,ELA1
7,J,23,3104,YBL078C,ATG8
7,J,24,1983,YNL229C,URE2
7,K,1,5535,YPR120C,CLB5
7,K,2,5858,YFR044C,DUG1
7,K,3,5536,YPR121W,THI22
7,K,4,5859,YFR045W,YFR045W
7,K,5,5537,YPR122W,AXL1
7,K,6,5860,YFR046C,CNN1
7,K,7,5538,YPR123C,YPR123C
7,K,8,5861,YFR047C,BNA6
7,K,9,5539,YPR124W,CTR1
7,K,10,5862,YFR048W,RMD8
7,K,11,5540,YPR125W,YLH47
7,K,12,5863,YFR049W,YMR31
7,K,13,5541,YPR126C,YPR126C
7,K,14,5867,YFR053C,HXK1
7,K,15,5542,YPR127W,YPR127W
7,K,16,5868,YFR054C,YFR054C
7,K,17,5543,YPR128C,ANT1
7,K,18,5869,YFR055W,IRC7
7,K,19,5544,YPR129W,SCD6
7,K,20,5870,YFR056C,YFR056C
7,K,21,5545,YPR130C,YPR130C
7,K,22,5871,YFR057W,YFR057W
7,K,23,7391,YOL151W,GRE2
7,K,24,5873,YGR220C,MRPL9
7,L,1,3105,YBL079W,NUP170
7,L,2,1984,YNL228W,YNL228W
7,L,3,3106,YBL080C,PET112
7,L,4,1985,YNL226W,YNL226W
7,L,5,3107,YBL081W,YBL081W
7,L,6,1986,YNL227C,JJJ1
7,L,7,3108,YBL082C,ALG3
7,L,8,1988,YNL224C,SQS1
7,L,9,3109,YBL083C,YBL083C
7,L,10,1989,YNL223W,ATG4
7,L,11,3111,YBL085W,BOI1
7,L,12,1993,YNL219C,ALG9
7,L,13,3112,YBL086C,YBL086C
7,L,14,1994,YNL218W,MGS1
7,L,15,3113,YBL087C,RPL23a
7,L,16,1995,YNL217W,YNL217W
7,L,17,3114,YBL088C,TEL1
7,L,18,1997,YNL215W,IES2
7,L,19,3115,YBL089W,AVT5
7,L,20,1998,YNL214W,PEX17
7,L,21,3116,YBL090W,MRP21
7,L,22,1999,YNL213C,RRG9
7,L,23,3117,YBL091C,MAP2
7,L,24,2000,YNL212W,VID27
7,M,1,5547,YPR132W,RPS23b
7,M,2,5874,YGR221C,TOS2
7,M,3,5549,YPR134W,MSS18
7,M,4,5876,YGR223C,HSV2
7,M,5,5550,YPR135W,CTF4
7,M,6,5877,YGR224W,AZR1
7,M,7,5553,YPR138C,MEP3
7,M,8,5878,YGR225W,AMA1
7,M,9,5554,YPR139C,LOA1
7,M,10,5879,YGR226C,YGR226C
7,M,11,5555,YPR140W,TAZ1
7,M,12,5880,YGR227W,DIE2
7,M,13,5556,YPR141C,KAR3
7,M,14,5881,YGR228W,YGR228W
7,M,15,5560,YPR145W,ASN1
7,M,16,5883,YGR230W,BNS1
7,M,17,5561,YPR146C,YPR146C
7,M,18,5884,YGR231C,PHB2
7,M,19,5562,YPR147C,YPR147C
7,M,20,5885,YGR232W,NAS6
7,M,21,5563,YPR148C,YPR148C
7,M,22,5886,YGR233C,PHO81
7,M,23,5564,YPR149W,NCE102
7,M,24,5887,YGR234W,YHB1
7,N,1,7394,YPL158C,AIM44
7,N,2,2001,YNL211C,YNL211C
7,N,3,3120,YBL094C,YBL094C
7,N,4,2004,YNL208W,YNL208W
7,N,5,4370,YGL002W,ERP6
7,N,6,2006,YNL206C,RTT106
7,N,7,4371,YGL003C,CDH1
7,N,8,2007,YNL205C,YNL205C
7,N,9,4372,YGL004C,RPN14
7,N,10,2008,YNL204C,SPS18
7,N,11,4373,YGL005C,COG7
7,N,12,2009,YNL202W,SPS19
7,N,13,4374,YGL006W,PMC1
7,N,14,2010,YNL203C,YNL203C
7,N,15,4375,YGL007W,YGL007W
7,N,16,2011,YNL201C,PSY2
7,N,17,4378,YGL010W,YGL010W
7,N,18,2012,YNL200C,YNL200C
7,N,19,4380,YGL012W,ERG4
7,N,20,2013,YNL199C,GCR2
7,N,21,4381,YGL013C,PDR1
7,N,22,2014,YNL198C,YNL198C
7,N,23,4382,YGL014W,PUF4
7,N,24,2015,YNL197C,WHI3
7,O,1,5565,YPR150W,YPR150W
7,O,2,5888,YGR235C,MOS2
7,O,3,-,,
7,O,4,-,,
7,O,5,5567,YPR152C,URN1
7,O,6,5889,YGR236C,SPG1
7,O,7,5568,YPR153W,YPR153W
7,O,8,5890,YGR237C,YGR237C
7,O,9,5569,YPR154W,PIN3
7,O,10,5893,YGR240C,PFK1
7,O,11,5570,YPR155C,NCA2
7,O,12,5894,YGR241C,YAP1802
7,O,13,5571,YPR156C,TPO3
7,O,14,5895,YGR242W,YGR242W
7,O,15,5572,YPR157W,TDA6
7,O,16,5896,YGR243W,FMP43
7,O,17,5573,YPR158W,CUR1
7,O,18,5897,YGR244C,LSC2
7,O,19,5574,YPR159W,KRE6
7,O,20,5900,YGR247W,CPD1
